v1	I(R2)
3.259999999999975e+000	1.413722e-011
3.269999999999974e+000	1.414755e-011
3.279999999999974e+000	1.415785e-011
3.289999999999974e+000	1.416815e-011
3.299999999999974e+000	1.417847e-011
3.309999999999973e+000	1.418877e-011
3.319999999999973e+000	1.419910e-011
3.329999999999973e+000	1.420940e-011
3.339999999999973e+000	1.421970e-011
3.349999999999973e+000	1.423000e-011
3.359999999999972e+000	1.424031e-011
3.369999999999972e+000	1.425064e-011
3.379999999999972e+000	1.426095e-011
3.389999999999972e+000	1.426903e-011
3.399999999999972e+000	1.427932e-011
3.409999999999971e+000	1.428965e-011
3.419999999999971e+000	1.429996e-011
3.429999999999971e+000	1.431024e-011
3.439999999999971e+000	1.432056e-011
3.449999999999970e+000	1.433085e-011
3.459999999999970e+000	1.434117e-011
3.469999999999970e+000	1.435147e-011
3.479999999999970e+000	1.436179e-011
3.489999999999970e+000	1.437208e-011
3.499999999999969e+000	1.438240e-011
3.509999999999969e+000	1.439270e-011
3.519999999999969e+000	1.440302e-011
3.529999999999969e+000	1.441331e-011
3.539999999999969e+000	1.442361e-011
3.549999999999968e+000	1.443391e-011
3.559999999999968e+000	1.444423e-011
3.569999999999968e+000	1.445454e-011
3.579999999999968e+000	1.446482e-011
3.589999999999967e+000	1.447512e-011
3.599999999999967e+000	1.448543e-011
3.609999999999967e+000	1.449575e-011
3.619999999999967e+000	1.450605e-011
3.629999999999967e+000	1.451410e-011
3.639999999999966e+000	1.452442e-011
3.649999999999966e+000	1.453472e-011
3.659999999999966e+000	1.454502e-011
3.669999999999966e+000	1.455533e-011
3.679999999999966e+000	1.456561e-011
3.689999999999965e+000	1.457591e-011
3.699999999999965e+000	1.458623e-011
3.709999999999965e+000	1.459654e-011
3.719999999999965e+000	1.460682e-011
3.729999999999965e+000	1.461711e-011
3.739999999999964e+000	1.462743e-011
3.749999999999964e+000	1.463773e-011
3.759999999999964e+000	1.464803e-011
3.769999999999964e+000	1.465832e-011
3.779999999999963e+000	1.466862e-011
3.789999999999963e+000	1.467892e-011
3.799999999999963e+000	1.468923e-011
3.809999999999963e+000	1.469953e-011
3.819999999999963e+000	1.470981e-011
3.829999999999962e+000	1.472012e-011
3.839999999999962e+000	1.473044e-011
3.849999999999962e+000	1.474074e-011
3.859999999999962e+000	1.475103e-011
3.869999999999962e+000	1.476133e-011
3.879999999999961e+000	1.476941e-011
3.889999999999961e+000	1.477972e-011
3.899999999999961e+000	1.479000e-011
3.909999999999961e+000	1.480030e-011
3.919999999999960e+000	1.481059e-011
3.929999999999960e+000	1.482089e-011
3.939999999999960e+000	1.483118e-011
3.949999999999960e+000	1.484148e-011
3.959999999999960e+000	1.485176e-011
3.969999999999959e+000	1.486207e-011
3.979999999999959e+000	1.487237e-011
3.989999999999959e+000	1.488267e-011
3.999999999999959e+000	1.489296e-011
4.009999999999959e+000	1.490326e-011
4.019999999999959e+000	1.491355e-011
4.029999999999959e+000	1.492387e-011
4.039999999999958e+000	1.493413e-011
4.049999999999958e+000	1.494444e-011
4.059999999999958e+000	1.495472e-011
4.069999999999958e+000	1.496502e-011
4.079999999999957e+000	1.497533e-011
4.089999999999957e+000	1.498563e-011
4.099999999999957e+000	1.499592e-011
4.109999999999957e+000	1.500622e-011
4.119999999999957e+000	1.501649e-011
4.129999999999956e+000	1.502457e-011
4.139999999999956e+000	1.503487e-011
4.149999999999956e+000	1.504516e-011
4.159999999999956e+000	1.505548e-011
4.169999999999956e+000	1.506576e-011
